+------+---------------------------------------------------------------------------------+------------------------+---------------+
| Rank |                                    Drug Name                                    |      Target Name       | Binding Score |
| 4894 |                         NCGC00345461-06&NCGC00345461-08                         | SARS-CoV2 3CL Protease |     169.67    |
| 4895 |                                 NCGC00169701-03                                 | SARS-CoV2 3CL Protease |     169.89    |
| 4896 |                         NCGC00017363-15&NCGC00017363-18                         | SARS-CoV2 3CL Protease |     170.01    |
| 4897 |                                 NCGC00380593-01                                 | SARS-CoV2 3CL Protease |     170.03    |
| 4898 |                                 NCGC00167459-02                                 | SARS-CoV2 3CL Protease |     170.12    |
| 4899 |                                 NCGC00371135-01                                 | SARS-CoV2 3CL Protease |     170.37    |
| 4900 |                         NCGC00018181-12&NCGC00162271-02                         | SARS-CoV2 3CL Protease |     170.51    |
| 4901 |                                 NCGC00166059-02                                 | SARS-CoV2 3CL Protease |     170.54    |
| 4902 |                                 NCGC00385358-01                                 | SARS-CoV2 3CL Protease |     170.79    |
| 4903 |                         NCGC00263168-03&NCGC00263168-06                         | SARS-CoV2 3CL Protease |     170.99    |
| 4904 |                                 NCGC00274280-01                                 | SARS-CoV2 3CL Protease |     171.01    |
| 4905 |                                 NCGC00263910-02                                 | SARS-CoV2 3CL Protease |     171.07    |
| 4906 |                                 NCGC00522306-02                                 | SARS-CoV2 3CL Protease |     171.13    |
| 4907 |                                 NCGC00378832-01                                 | SARS-CoV2 3CL Protease |     171.13    |
| 4908 |                                 NCGC00371121-05                                 | SARS-CoV2 3CL Protease |     171.29    |
| 4909 |                                 NCGC00386990-01                                 | SARS-CoV2 3CL Protease |     171.34    |
| 4910 |                                 NCGC00094572-12                                 | SARS-CoV2 3CL Protease |     171.48    |
| 4911 |                                 NCGC00178255-02                                 | SARS-CoV2 3CL Protease |     171.55    |
| 4912 |                                 NCGC00274078-01                                 | SARS-CoV2 3CL Protease |     171.66    |
| 4913 |                                 NCGC00263142-04                                 | SARS-CoV2 3CL Protease |     171.72    |
| 4914 |                                 NCGC00094918-07                                 | SARS-CoV2 3CL Protease |     171.79    |
| 4915 |                                 NCGC00167449-02                                 | SARS-CoV2 3CL Protease |     171.85    |
| 4916 |                                 NCGC00346842-04                                 | SARS-CoV2 3CL Protease |     171.86    |
| 4917 |                                 NCGC00370934-02                                 | SARS-CoV2 3CL Protease |     172.01    |
| 4918 |                         NCGC00244252-03&NCGC00244252-07                         | SARS-CoV2 3CL Protease |     172.14    |
| 4919 |                                 NCGC00167460-03                                 | SARS-CoV2 3CL Protease |     172.36    |
| 4920 |                                 NCGC00185991-01                                 | SARS-CoV2 3CL Protease |     172.44    |
| 4921 |                                 NCGC00347935-08                                 | SARS-CoV2 3CL Protease |     172.47    |
| 4922 |                                 NCGC00386279-01                                 | SARS-CoV2 3CL Protease |     172.51    |
| 4923 |                                 NCGC00263872-02                                 | SARS-CoV2 3CL Protease |     172.51    |
| 4924 |                                 NCGC00381385-01                                 | SARS-CoV2 3CL Protease |     172.51    |
| 4925 |                         NCGC00242054-15&NCGC00261226-01                         | SARS-CoV2 3CL Protease |     172.62    |
| 4926 |                                 NCGC00181080-01                                 | SARS-CoV2 3CL Protease |     172.81    |
| 4927 |                         NCGC00165902-04&NCGC00165902-08                         | SARS-CoV2 3CL Protease |     172.93    |
| 4928 |                                 NCGC00511388-01                                 | SARS-CoV2 3CL Protease |     173.05    |
| 4929 |                         NCGC00346654-10&NCGC00346654-11                         | SARS-CoV2 3CL Protease |     173.26    |
| 4930 |                         NCGC00263171-03&NCGC00263171-08                         | SARS-CoV2 3CL Protease |     173.62    |
| 4931 |                                 NCGC00510699-01                                 | SARS-CoV2 3CL Protease |     173.64    |
| 4932 |                         NCGC00070736-03&NCGC00070736-17                         | SARS-CoV2 3CL Protease |     173.69    |
| 4933 |                                 NCGC00387222-01                                 | SARS-CoV2 3CL Protease |     173.72    |
| 4934 |                                 NCGC00484055-01                                 | SARS-CoV2 3CL Protease |     173.76    |
| 4935 |                                 NCGC00389226-01                                 | SARS-CoV2 3CL Protease |     173.87    |
| 4936 |                                 NCGC00386277-03                                 | SARS-CoV2 3CL Protease |     173.87    |
| 4937 |                                 NCGC00381061-01                                 | SARS-CoV2 3CL Protease |     174.49    |
| 4938 |                 NCGC00093828-04&NCGC00093828-06&NCGC00093828-12                 | SARS-CoV2 3CL Protease |     174.53    |
| 4939 |                                 NCGC00016602-04                                 | SARS-CoV2 3CL Protease |     174.54    |
| 4940 |                                 NCGC00347586-02                                 | SARS-CoV2 3CL Protease |     174.83    |
| 4941 |                                 NCGC00180415-03                                 | SARS-CoV2 3CL Protease |     174.83    |
| 4942 |                                 NCGC00015526-04                                 | SARS-CoV2 3CL Protease |     174.90    |
| 4943 |                         NCGC00091062-09&NCGC00261312-01                         | SARS-CoV2 3CL Protease |     174.90    |
| 4944 |                                 NCGC00380578-01                                 | SARS-CoV2 3CL Protease |     175.18    |
| 4945 |                                 NCGC00094557-06                                 | SARS-CoV2 3CL Protease |     175.30    |
| 4946 |                                 NCGC00485025-01                                 | SARS-CoV2 3CL Protease |     175.36    |
| 4947 |                                 NCGC00386089-01                                 | SARS-CoV2 3CL Protease |     175.79    |
| 4948 |                         NCGC00165736-04&NCGC00165736-13                         | SARS-CoV2 3CL Protease |     175.84    |
| 4949 |                                 NCGC00510688-01                                 | SARS-CoV2 3CL Protease |     176.07    |
| 4950 |                                 NCGC00351549-05                                 | SARS-CoV2 3CL Protease |     176.30    |
| 4951 |                                 NCGC00389510-02                                 | SARS-CoV2 3CL Protease |     176.36    |
| 4952 |                                 NCGC00387819-03                                 | SARS-CoV2 3CL Protease |     176.43    |
| 4953 |                 NCGC00262603-02&NCGC00262603-04&NCGC00262603-12                 | SARS-CoV2 3CL Protease |     176.43    |
| 4954 |                                 NCGC00385296-01                                 | SARS-CoV2 3CL Protease |     176.55    |
| 4955 |                                 NCGC00162362-02                                 | SARS-CoV2 3CL Protease |     176.76    |
| 4956 |                                 NCGC00371070-01                                 | SARS-CoV2 3CL Protease |     176.88    |
| 4957 |                                 NCGC00380783-01                                 | SARS-CoV2 3CL Protease |     176.89    |
| 4958 |                                 NCGC00484058-01                                 | SARS-CoV2 3CL Protease |     176.92    |
| 4959 |                                 NCGC00378821-01                                 | SARS-CoV2 3CL Protease |     177.12    |
| 4960 |                         NCGC00016504-09&NCGC00016504-17                         | SARS-CoV2 3CL Protease |     177.20    |
| 4961 |                         NCGC00093356-10&NCGC00261001-01                         | SARS-CoV2 3CL Protease |     177.22    |
| 4962 |                         NCGC00142483-07&NCGC00142483-09                         | SARS-CoV2 3CL Protease |     177.22    |
| 4963 |                                 NCGC00183845-01                                 | SARS-CoV2 3CL Protease |     177.27    |
| 4964 |                                 NCGC00386286-04                                 | SARS-CoV2 3CL Protease |     177.31    |
| 4965 |                                 NCGC00387272-01                                 | SARS-CoV2 3CL Protease |     177.42    |
| 4966 |                                 NCGC00168973-03                                 | SARS-CoV2 3CL Protease |     177.49    |
| 4967 |                                 NCGC00385128-01                                 | SARS-CoV2 3CL Protease |     177.49    |
| 4968 |                                 NCGC00015382-05                                 | SARS-CoV2 3CL Protease |     177.52    |
| 4969 |                                 NCGC00346507-07                                 | SARS-CoV2 3CL Protease |     177.55    |
| 4970 |                                 NCGC00094076-05                                 | SARS-CoV2 3CL Protease |     177.60    |
| 4971 |                                 NCGC00380380-01                                 | SARS-CoV2 3CL Protease |     177.66    |
| 4972 |                                 NCGC00481317-01                                 | SARS-CoV2 3CL Protease |     177.71    |
| 4973 |                                 NCGC00387212-05                                 | SARS-CoV2 3CL Protease |     178.08    |
| 4974 |                                 NCGC00380500-01                                 | SARS-CoV2 3CL Protease |     178.20    |
| 4975 |                                 NCGC00169855-03                                 | SARS-CoV2 3CL Protease |     178.46    |
| 4976 |                                 NCGC00380770-01                                 | SARS-CoV2 3CL Protease |     178.46    |
| 4977 |                                 NCGC00346603-02                                 | SARS-CoV2 3CL Protease |     178.88    |
| 4978 |                                 NCGC00179860-02                                 | SARS-CoV2 3CL Protease |     178.92    |
| 4979 |                                 NCGC00179912-02                                 | SARS-CoV2 3CL Protease |     179.00    |
| 4980 |                                 NCGC00402265-03                                 | SARS-CoV2 3CL Protease |     179.04    |
| 4981 |                                 NCGC00015371-07                                 | SARS-CoV2 3CL Protease |     179.12    |
| 4982 |                         NCGC00015996-07&NCGC00015996-10                         | SARS-CoV2 3CL Protease |     179.20    |
| 4983 |                                 NCGC00025170-10                                 | SARS-CoV2 3CL Protease |     179.38    |
| 4984 |                                 NCGC00091439-07                                 | SARS-CoV2 3CL Protease |     179.59    |
| 4985 |                                 NCGC00185989-01                                 | SARS-CoV2 3CL Protease |     179.59    |
| 4986 |                                 NCGC00380319-01                                 | SARS-CoV2 3CL Protease |     179.74    |
| 4987 |                                 NCGC00344481-01                                 | SARS-CoV2 3CL Protease |     179.86    |
| 4988 |                                 NCGC00480730-01                                 | SARS-CoV2 3CL Protease |     179.91    |
| 4989 |                                 NCGC00386945-01                                 | SARS-CoV2 3CL Protease |     180.09    |
| 4990 |                                 NCGC00263655-01                                 | SARS-CoV2 3CL Protease |     180.12    |
| 4991 |                                 NCGC00344625-13                                 | SARS-CoV2 3CL Protease |     180.12    |
| 4992 |                         NCGC00015346-03&NCGC00016747-07                         | SARS-CoV2 3CL Protease |     180.49    |
| 4993 |                                 NCGC00164625-04                                 | SARS-CoV2 3CL Protease |     180.87    |
| 4994 |                                 NCGC00385909-01                                 | SARS-CoV2 3CL Protease |     180.88    |
| 4995 |                         NCGC00165883-03&NCGC00165883-04                         | SARS-CoV2 3CL Protease |     180.95    |
| 4996 |                                 NCGC00015761-07                                 | SARS-CoV2 3CL Protease |     181.14    |
| 4997 |                                 NCGC00385093-01                                 | SARS-CoV2 3CL Protease |     181.33    |
| 4998 |                                 NCGC00385225-01                                 | SARS-CoV2 3CL Protease |     181.33    |
| 4999 |                 NCGC00015675-07&NCGC00015675-11&NCGC00015675-22                 | SARS-CoV2 3CL Protease |     182.01    |
| 5000 |                                 NCGC00260693-01                                 | SARS-CoV2 3CL Protease |     182.47    |
| 5001 |                                 NCGC00016255-10                                 | SARS-CoV2 3CL Protease |     182.63    |
| 5002 |                                 NCGC00379028-01                                 | SARS-CoV2 3CL Protease |     182.82    |
| 5003 |                                 NCGC00385455-01                                 | SARS-CoV2 3CL Protease |     182.83    |
| 5004 |                                 NCGC00183867-02                                 | SARS-CoV2 3CL Protease |     182.89    |
| 5005 |                                 NCGC00389730-01                                 | SARS-CoV2 3CL Protease |     182.89    |
| 5006 |                                 NCGC00188440-01                                 | SARS-CoV2 3CL Protease |     183.08    |
| 5007 |                                 NCGC00380960-01                                 | SARS-CoV2 3CL Protease |     183.21    |
| 5008 |                         NCGC00371134-01&NCGC00371134-02                         | SARS-CoV2 3CL Protease |     183.24    |
| 5009 |                                 NCGC00380527-01                                 | SARS-CoV2 3CL Protease |     183.27    |
| 5010 |                         NCGC00351480-11&NCGC00351480-16                         | SARS-CoV2 3CL Protease |     183.54    |
| 5011 |                                 NCGC00387192-01                                 | SARS-CoV2 3CL Protease |     183.83    |
| 5012 |                         NCGC00185766-04&NCGC00185766-05                         | SARS-CoV2 3CL Protease |     183.84    |
| 5013 |                                 NCGC00169806-03                                 | SARS-CoV2 3CL Protease |     184.56    |
| 5014 |                                 NCGC00385252-01                                 | SARS-CoV2 3CL Protease |     184.62    |
| 5015 |                                 NCGC00385171-01                                 | SARS-CoV2 3CL Protease |     184.62    |
| 5016 |                                 NCGC00385415-01                                 | SARS-CoV2 3CL Protease |     184.62    |
| 5017 |                                 NCGC00163662-01                                 | SARS-CoV2 3CL Protease |     184.77    |
| 5018 |                                 NCGC00168110-05                                 | SARS-CoV2 3CL Protease |     185.05    |
| 5019 |                                 NCGC00385982-01                                 | SARS-CoV2 3CL Protease |     185.15    |
| 5020 |                                 NCGC00347572-02                                 | SARS-CoV2 3CL Protease |     185.25    |
| 5021 |                                 NCGC00386084-01                                 | SARS-CoV2 3CL Protease |     185.47    |
| 5022 |                                 NCGC00385453-01                                 | SARS-CoV2 3CL Protease |     185.49    |
| 5023 |                                 NCGC00384620-01                                 | SARS-CoV2 3CL Protease |     185.49    |
| 5024 |                                 NCGC00384844-01                                 | SARS-CoV2 3CL Protease |     185.84    |
| 5025 |                                 NCGC00161643-05                                 | SARS-CoV2 3CL Protease |     186.05    |
| 5026 |                         NCGC00182851-02&NCGC00182851-05                         | SARS-CoV2 3CL Protease |     186.05    |
| 5027 |                         NCGC00090766-07&NCGC00090766-15                         | SARS-CoV2 3CL Protease |     186.05    |
| 5028 |                                 NCGC00384845-01                                 | SARS-CoV2 3CL Protease |     186.13    |
| 5029 |                                 NCGC00380458-01                                 | SARS-CoV2 3CL Protease |     186.20    |
| 5030 |                                 NCGC00024541-05                                 | SARS-CoV2 3CL Protease |     186.34    |
| 5031 |                                 NCGC00260930-01                                 | SARS-CoV2 3CL Protease |     186.55    |
| 5032 |                                 NCGC00094374-12                                 | SARS-CoV2 3CL Protease |     186.55    |
| 5033 |                                 NCGC00385277-01                                 | SARS-CoV2 3CL Protease |     186.56    |
| 5034 |                                 NCGC00380676-01                                 | SARS-CoV2 3CL Protease |     186.56    |
| 5035 |                                 NCGC00505020-01                                 | SARS-CoV2 3CL Protease |     186.66    |
| 5036 |                                 NCGC00384661-01                                 | SARS-CoV2 3CL Protease |     186.73    |
| 5037 |                                 NCGC00385463-01                                 | SARS-CoV2 3CL Protease |     186.75    |
| 5038 |                 NCGC00090705-15&NCGC00090705-24&NCGC00261045-01                 | SARS-CoV2 3CL Protease |     187.08    |
| 5039 |                                 NCGC00346719-03                                 | SARS-CoV2 3CL Protease |     187.18    |
| 5040 |                                 NCGC00481577-01                                 | SARS-CoV2 3CL Protease |     187.26    |
| 5041 |                         NCGC00345846-01&NCGC00345846-02                         | SARS-CoV2 3CL Protease |     187.41    |
| 5042 |                                 NCGC00386219-06                                 | SARS-CoV2 3CL Protease |     187.44    |
| 5043 |                                 NCGC00385575-01                                 | SARS-CoV2 3CL Protease |     187.46    |
| 5044 |                 NCGC00015955-16&NCGC00015955-22&NCGC00261783-01                 | SARS-CoV2 3CL Protease |     187.49    |
| 5045 |                                 NCGC00161670-08                                 | SARS-CoV2 3CL Protease |     187.57    |
| 5046 |                                 NCGC00408879-01                                 | SARS-CoV2 3CL Protease |     187.62    |
| 5047 |                                 NCGC00346607-02                                 | SARS-CoV2 3CL Protease |     187.66    |
| 5048 |                                 NCGC00385321-01                                 | SARS-CoV2 3CL Protease |     187.79    |
| 5049 |                                 NCGC00385156-01                                 | SARS-CoV2 3CL Protease |     187.79    |
| 5050 |                                 NCGC00381257-01                                 | SARS-CoV2 3CL Protease |     187.80    |
| 5051 |                                 NCGC00510492-02                                 | SARS-CoV2 3CL Protease |     188.32    |
| 5052 |                                 NCGC00380975-01                                 | SARS-CoV2 3CL Protease |     188.39    |
| 5053 |                                 NCGC00379122-01                                 | SARS-CoV2 3CL Protease |     188.42    |
| 5054 |                                 NCGC00421826-01                                 | SARS-CoV2 3CL Protease |     188.44    |
| 5055 |                                 NCGC00378817-01                                 | SARS-CoV2 3CL Protease |     188.52    |
| 5056 |                                 NCGC00384196-02                                 | SARS-CoV2 3CL Protease |     188.81    |
| 5057 |                                 NCGC00385384-01                                 | SARS-CoV2 3CL Protease |     189.09    |
| 5058 |                                 NCGC00386584-02                                 | SARS-CoV2 3CL Protease |     189.09    |
| 5059 |                                 NCGC00378927-02                                 | SARS-CoV2 3CL Protease |     189.35    |
| 5060 |                         NCGC00263184-03&NCGC00263184-06                         | SARS-CoV2 3CL Protease |     189.39    |
| 5061 |                                 NCGC00380131-01                                 | SARS-CoV2 3CL Protease |     189.45    |
| 5062 |                                 NCGC00485887-01                                 | SARS-CoV2 3CL Protease |     189.94    |
| 5063 |                                 NCGC00179964-02                                 | SARS-CoV2 3CL Protease |     189.94    |
| 5064 |                         NCGC00345883-04&NCGC00345883-07                         | SARS-CoV2 3CL Protease |     190.30    |
| 5065 |                                 NCGC00385880-01                                 | SARS-CoV2 3CL Protease |     190.32    |
| 5066 |                                 NCGC00381336-01                                 | SARS-CoV2 3CL Protease |     190.42    |
| 5067 |                                 NCGC00485629-01                                 | SARS-CoV2 3CL Protease |     190.60    |
| 5068 |                                 NCGC00381022-01                                 | SARS-CoV2 3CL Protease |     190.91    |
| 5069 |                                 NCGC00485861-01                                 | SARS-CoV2 3CL Protease |     191.18    |
| 5070 |                                 NCGC00485860-01                                 | SARS-CoV2 3CL Protease |     191.18    |
| 5071 |                                 NCGC00381053-01                                 | SARS-CoV2 3CL Protease |     191.24    |
| 5072 |                         NCGC00179363-03&NCGC00179363-05                         | SARS-CoV2 3CL Protease |     191.25    |
| 5073 |                                 NCGC00142400-07                                 | SARS-CoV2 3CL Protease |     191.25    |
| 5074 |                                 NCGC00480885-01                                 | SARS-CoV2 3CL Protease |     191.25    |
| 5075 |                                 NCGC00385157-01                                 | SARS-CoV2 3CL Protease |     191.40    |
| 5076 |                                 NCGC00386077-01                                 | SARS-CoV2 3CL Protease |     191.46    |
| 5077 |                                 NCGC00165841-02                                 | SARS-CoV2 3CL Protease |     191.69    |
| 5078 |                                 NCGC00181096-01                                 | SARS-CoV2 3CL Protease |     191.76    |
| 5079 |                                 NCGC00378601-01                                 | SARS-CoV2 3CL Protease |     191.86    |
| 5080 |                         NCGC00018172-09&NCGC00018172-18                         | SARS-CoV2 3CL Protease |     192.22    |
| 5081 |                         NCGC00015661-10&NCGC00015661-12                         | SARS-CoV2 3CL Protease |     192.71    |
| 5082 |                                 NCGC00390548-02                                 | SARS-CoV2 3CL Protease |     192.80    |
| 5083 |                                 NCGC00531794-01                                 | SARS-CoV2 3CL Protease |     192.87    |
| 5084 |                                 NCGC00186036-01                                 | SARS-CoV2 3CL Protease |     192.88    |
| 5085 |                                 NCGC00370868-01                                 | SARS-CoV2 3CL Protease |     192.89    |
| 5086 |                                 NCGC00015669-04                                 | SARS-CoV2 3CL Protease |     193.11    |
| 5087 |                                 NCGC00389603-01                                 | SARS-CoV2 3CL Protease |     193.28    |
| 5088 |                                 NCGC00015511-06                                 | SARS-CoV2 3CL Protease |     193.39    |
| 5089 |                                 NCGC00166266-03                                 | SARS-CoV2 3CL Protease |     193.39    |
| 5090 |                                 NCGC00538147-01                                 | SARS-CoV2 3CL Protease |     193.40    |
| 5091 |                                 NCGC00346679-10                                 | SARS-CoV2 3CL Protease |     193.48    |
| 5092 |                                 NCGC00384873-01                                 | SARS-CoV2 3CL Protease |     193.50    |
| 5093 |                                 NCGC00385699-01                                 | SARS-CoV2 3CL Protease |     193.50    |
| 5094 |                                 NCGC00261775-01                                 | SARS-CoV2 3CL Protease |     193.77    |
| 5095 |                                 NCGC00162173-02                                 | SARS-CoV2 3CL Protease |     193.87    |
| 5096 |                         NCGC00346573-02&NCGC00346573-05                         | SARS-CoV2 3CL Protease |     194.02    |
| 5097 |                                 NCGC00015069-03                                 | SARS-CoV2 3CL Protease |     194.09    |
| 5098 |                 NCGC00015496-05&NCGC00015496-06&NCGC00015496-08                 | SARS-CoV2 3CL Protease |     194.29    |
| 5099 |                                 NCGC00378704-01                                 | SARS-CoV2 3CL Protease |     194.45    |
| 5100 |                                 NCGC00386681-01                                 | SARS-CoV2 3CL Protease |     194.50    |
| 5101 |                                 NCGC00165846-04                                 | SARS-CoV2 3CL Protease |     194.74    |
| 5102 |                                 NCGC00370968-01                                 | SARS-CoV2 3CL Protease |     194.77    |
| 5103 |                                 NCGC00531790-01                                 | SARS-CoV2 3CL Protease |     194.83    |
| 5104 |                                 NCGC00381132-01                                 | SARS-CoV2 3CL Protease |     194.94    |
| 5105 |                                 NCGC00159478-04                                 | SARS-CoV2 3CL Protease |     194.94    |
| 5106 |                                 NCGC00164584-03                                 | SARS-CoV2 3CL Protease |     195.03    |
| 5107 |                                 NCGC00390603-01                                 | SARS-CoV2 3CL Protease |     195.07    |
| 5108 |                                 NCGC00370789-01                                 | SARS-CoV2 3CL Protease |     195.30    |
| 5109 |                                 NCGC00249899-01                                 | SARS-CoV2 3CL Protease |     195.55    |
| 5110 |                         NCGC00016611-10&NCGC00016611-11                         | SARS-CoV2 3CL Protease |     195.71    |
| 5111 |                         NCGC00094872-09&NCGC00094872-13                         | SARS-CoV2 3CL Protease |     195.90    |
| 5112 |         NCGC00090851-10&NCGC00090851-14&NCGC00090851-17&NCGC00260720-01         | SARS-CoV2 3CL Protease |     196.04    |
| 5113 |                                 NCGC00378707-01                                 | SARS-CoV2 3CL Protease |     196.20    |
| 5114 |                                 NCGC00373220-03                                 | SARS-CoV2 3CL Protease |     196.48    |
| 5115 |                                 NCGC00387188-01                                 | SARS-CoV2 3CL Protease |     196.56    |
| 5116 |                                 NCGC00248803-03                                 | SARS-CoV2 3CL Protease |     196.60    |
| 5117 |                                 NCGC00094819-07                                 | SARS-CoV2 3CL Protease |     196.62    |
| 5118 |                                 NCGC00510527-02                                 | SARS-CoV2 3CL Protease |     196.98    |
| 5119 |                                 NCGC00180384-03                                 | SARS-CoV2 3CL Protease |     196.98    |
| 5120 |                                 NCGC00261435-01                                 | SARS-CoV2 3CL Protease |     197.05    |
| 5121 |                                 NCGC00496921-02                                 | SARS-CoV2 3CL Protease |     197.18    |
| 5122 |                                 NCGC00386694-01                                 | SARS-CoV2 3CL Protease |     197.27    |
| 5123 |                                 NCGC00370841-01                                 | SARS-CoV2 3CL Protease |     197.36    |
| 5124 |                                 NCGC00371101-01                                 | SARS-CoV2 3CL Protease |     197.39    |
| 5125 |                                 NCGC00016348-15                                 | SARS-CoV2 3CL Protease |     197.47    |
| 5126 |                                 NCGC00385056-01                                 | SARS-CoV2 3CL Protease |     197.66    |
| 5127 |                                 NCGC00384192-02                                 | SARS-CoV2 3CL Protease |     197.69    |
| 5128 |                                 NCGC00386090-01                                 | SARS-CoV2 3CL Protease |     197.71    |
| 5129 |                                 NCGC00507840-01                                 | SARS-CoV2 3CL Protease |     197.72    |
| 5130 |                                 NCGC00390773-01                                 | SARS-CoV2 3CL Protease |     197.80    |
| 5131 |                                 NCGC00181782-03                                 | SARS-CoV2 3CL Protease |     197.90    |
| 5132 |                                 NCGC00385419-01                                 | SARS-CoV2 3CL Protease |     197.92    |
| 5133 |         NCGC00162225-04&NCGC00162225-11&NCGC00261375-01&NCGC00263461-01         | SARS-CoV2 3CL Protease |     197.93    |
| 5134 |                                 NCGC00015620-04                                 | SARS-CoV2 3CL Protease |     197.93    |
| 5135 |                                 NCGC00385658-01                                 | SARS-CoV2 3CL Protease |     197.94    |
| 5136 |                                 NCGC00016529-07                                 | SARS-CoV2 3CL Protease |     198.29    |
| 5137 |                                 NCGC00378991-02                                 | SARS-CoV2 3CL Protease |     198.32    |
| 5138 |                                 NCGC00162291-02                                 | SARS-CoV2 3CL Protease |     198.46    |
| 5139 |                                 NCGC00160673-01                                 | SARS-CoV2 3CL Protease |     198.57    |
| 5140 |                                 NCGC00387228-01                                 | SARS-CoV2 3CL Protease |     198.59    |
| 5141 |                                 NCGC00166097-02                                 | SARS-CoV2 3CL Protease |     198.65    |
| 5142 |                                 NCGC00509984-01                                 | SARS-CoV2 3CL Protease |     198.87    |
| 5143 |                                 NCGC00371073-01                                 | SARS-CoV2 3CL Protease |     199.10    |
| 5144 |                                 NCGC00347827-02                                 | SARS-CoV2 3CL Protease |     199.36    |
| 5145 |                                 NCGC00181760-01                                 | SARS-CoV2 3CL Protease |     199.39    |
| 5146 |                                 NCGC00015017-05                                 | SARS-CoV2 3CL Protease |     199.52    |
| 5147 |                                 NCGC00389674-01                                 | SARS-CoV2 3CL Protease |     199.53    |
| 5148 |                         NCGC00095109-04&NCGC00095109-08                         | SARS-CoV2 3CL Protease |     199.58    |
| 5149 |                                 NCGC00262543-01                                 | SARS-CoV2 3CL Protease |     199.65    |
| 5150 |                         NCGC00263206-04&NCGC00263206-05                         | SARS-CoV2 3CL Protease |     199.69    |
| 5151 |                                 NCGC00510690-01                                 | SARS-CoV2 3CL Protease |     199.76    |
| 5152 |                         NCGC00274065-01&NCGC00274065-06                         | SARS-CoV2 3CL Protease |     199.86    |
| 5153 |                                 NCGC00163492-01                                 | SARS-CoV2 3CL Protease |     200.25    |
| 5154 |                                 NCGC00386753-04                                 | SARS-CoV2 3CL Protease |     200.49    |
| 5155 |                                 NCGC00386735-01                                 | SARS-CoV2 3CL Protease |     200.53    |
| 5156 |                                 NCGC00381240-02                                 | SARS-CoV2 3CL Protease |     200.62    |
| 5157 |                                 NCGC00165915-05                                 | SARS-CoV2 3CL Protease |     200.63    |
| 5158 |                                 NCGC00402235-03                                 | SARS-CoV2 3CL Protease |     200.69    |
| 5159 |                                 NCGC00347741-02                                 | SARS-CoV2 3CL Protease |     200.70    |
| 5160 |                                 NCGC00179711-03                                 | SARS-CoV2 3CL Protease |     200.79    |
| 5161 |                                 NCGC00014994-07                                 | SARS-CoV2 3CL Protease |     201.03    |
| 5162 |                                 NCGC00380901-01                                 | SARS-CoV2 3CL Protease |     201.13    |
| 5163 |                                 NCGC00485258-01                                 | SARS-CoV2 3CL Protease |     201.17    |
| 5164 |                                 NCGC00379163-01                                 | SARS-CoV2 3CL Protease |     201.18    |
| 5165 |                                 NCGC00510268-01                                 | SARS-CoV2 3CL Protease |     201.43    |
| 5166 |                                 NCGC00179245-04                                 | SARS-CoV2 3CL Protease |     201.50    |
| 5167 |                                 NCGC00387147-01                                 | SARS-CoV2 3CL Protease |     201.66    |
| 5168 |                                 NCGC00378816-01                                 | SARS-CoV2 3CL Protease |     201.86    |
| 5169 |                                 NCGC00016374-05                                 | SARS-CoV2 3CL Protease |     202.03    |
| 5170 |                         NCGC00168776-03&NCGC00168776-10                         | SARS-CoV2 3CL Protease |     202.11    |
| 5171 |                                 NCGC00485485-01                                 | SARS-CoV2 3CL Protease |     202.33    |
| 5172 |                                 NCGC00347853-02                                 | SARS-CoV2 3CL Protease |     202.71    |
| 5173 |                                 NCGC00015047-04                                 | SARS-CoV2 3CL Protease |     202.81    |
| 5174 |                                 NCGC00380733-01                                 | SARS-CoV2 3CL Protease |     202.90    |
| 5175 |                                 NCGC00162319-03                                 | SARS-CoV2 3CL Protease |     203.11    |
| 5176 |                                 NCGC00018277-06                                 | SARS-CoV2 3CL Protease |     203.43    |
| 5177 |                         NCGC00389219-01&NCGC00389219-02                         | SARS-CoV2 3CL Protease |     203.69    |
| 5178 |                                 NCGC00379015-02                                 | SARS-CoV2 3CL Protease |     203.74    |
| 5179 |                                 NCGC00181039-02                                 | SARS-CoV2 3CL Protease |     203.84    |
| 5180 |                                 NCGC00380876-01                                 | SARS-CoV2 3CL Protease |     203.96    |
| 5181 |                                 NCGC00378981-01                                 | SARS-CoV2 3CL Protease |     204.18    |
| 5182 |                                 NCGC00380968-01                                 | SARS-CoV2 3CL Protease |     204.23    |
| 5183 |                                 NCGC00345848-02                                 | SARS-CoV2 3CL Protease |     204.30    |
| 5184 |                                 NCGC00168921-03                                 | SARS-CoV2 3CL Protease |     204.43    |
| 5185 |                                 NCGC00370837-01                                 | SARS-CoV2 3CL Protease |     204.55    |
| 5186 |                         NCGC00015335-10&NCGC00015335-11                         | SARS-CoV2 3CL Protease |     204.71    |
| 5187 |                                 NCGC00379232-01                                 | SARS-CoV2 3CL Protease |     204.72    |
| 5188 |                                 NCGC00159373-04                                 | SARS-CoV2 3CL Protease |     204.72    |
| 5189 |                                 NCGC00167746-09                                 | SARS-CoV2 3CL Protease |     204.78    |
| 5190 |                                 NCGC00345845-02                                 | SARS-CoV2 3CL Protease |     204.85    |
| 5191 |                                 NCGC00390381-01                                 | SARS-CoV2 3CL Protease |     204.89    |
| 5192 |                                 MLS002707279-02                                 | SARS-CoV2 3CL Protease |     204.91    |
